Timestamp,Latitude,Longitude,Num_Satellites,HDOP,Fix_Quality
20:43:56,-7.9404218,112.6131525,19,0.7,1
20:43:58,-7.94042,112.6131512,19,0.7,1
20:44:00,-7.9404193,112.6131508,21,0.6,1
20:44:02,-7.9404192,112.6131517,21,0.6,1
20:44:04,-7.940419,112.6131522,21,0.6,1
20:44:06,-7.9404195,112.6131518,21,0.6,1
20:44:08,-7.9404193,112.613152,21,0.6,1
20:44:10,-7.940419,112.6131515,21,0.6,1
20:44:12,-7.9404188,112.613151,21,0.6,1
20:44:14,-7.9404183,112.6131498,21,0.6,1
20:44:16,-7.9404182,112.6131498,21,0.6,1
20:44:18,-7.9404183,112.6131502,21,0.6,1
20:44:20,-7.9404183,112.6131502,20,0.6,1
20:44:22,-7.9404183,112.6131498,20,0.6,1
20:44:24,-7.9404185,112.6131497,21,0.6,1
20:44:26,-7.9404185,112.6131493,21,0.6,1
20:44:28,-7.9404183,112.6131493,21,0.6,1
20:44:30,-7.9404183,112.6131493,21,0.6,1
20:44:32,-7.940418,112.6131492,20,0.6,1
20:44:34,-7.940418,112.613149,20,0.6,1
20:44:36,-7.940418,112.6131488,20,0.6,1
20:44:38,-7.940418,112.6131487,20,0.6,1
20:44:40,-7.9404182,112.6131487,20,0.6,1
20:44:42,-7.9404183,112.6131485,20,0.6,1
20:44:44,-7.9404187,112.6131485,21,0.6,1
20:44:46,-7.9404188,112.6131483,21,0.6,1
20:44:48,-7.9404192,112.6131482,21,0.6,1
20:44:50,-7.9404192,112.613148,21,0.6,1
20:44:52,-7.9404193,112.6131477,21,0.6,1
20:44:54,-7.9404192,112.6131473,21,0.6,1
20:44:56,-7.9404193,112.613147,22,0.6,1
20:44:58,-7.9404195,112.6131465,22,0.6,1
20:45:00,-7.9404195,112.613146,22,0.6,1
20:45:02,-7.9404197,112.6131457,22,0.6,1
20:45:04,-7.9404197,112.6131453,22,0.6,1
20:45:06,-7.9404198,112.6131448,22,0.6,1
20:45:08,-7.9404198,112.6131445,22,0.6,1
20:45:10,-7.9404198,112.6131442,22,0.6,1
20:45:12,-7.9404198,112.6131435,22,0.6,1
20:45:14,-7.9404198,112.613143,22,0.6,1
20:45:16,-7.94042,112.6131425,22,0.6,1
20:45:18,-7.9404202,112.6131423,22,0.6,1
20:45:20,-7.9404203,112.613142,22,0.6,1
20:45:22,-7.9404207,112.6131418,22,0.6,1
20:45:24,-7.940421,112.6131417,22,0.6,1
20:45:26,-7.9404212,112.6131413,22,0.6,1
20:45:28,-7.9404213,112.613141,22,0.6,1
20:45:30,-7.9404215,112.6131407,22,0.6,1
20:45:32,-7.9404217,112.6131402,22,0.6,1
